# Title : Scores for 2OOB with clustering distance of 2.5
# Experiment_size : 54000
Pose	Surface size	Residue freq sum	Residue mean freq	Residue log sum	Residue square sum	Number of contacts	Contact freq sum	Contact mean freq	Contact log sum	Contact square sum	RMSD
34	27	7.309628008752737	0.2707269632871384	-38.040298542048085	2.3288488333676476	34	0.60835579772946	0.017892817580278237	-144.88440950674135	0.014957237849949241	34.086
35	23	6.607221006564552	0.28727047854628485	-30.965753552748325	2.237907531278579	33	0.8403020842809876	0.02546369952366629	-127.07530273719294	0.026332039613149144	38.687
36	24	7.206783369803063	0.300282640408461	-30.896860167410935	2.468054671078147	40	1.2877940521620885	0.03219485130405221	-147.5645756121226	0.06252073931431662	32.126
37	28	6.967177242888402	0.24882775867458579	-41.13120052234304	1.9964424057572694	40	0.7910763278732482	0.019776908196831207	-164.1237895191208	0.021509059302144452	19.967
38	27	7.012035010940918	0.2597050004052192	-37.81504222991276	2.0271021168403967	36	0.8851634434447856	0.02458787342902182	-137.96031888405892	0.027791335227596924	16.588
39	25	7.247264770240699	0.289890590809628	-33.93487063243393	2.447567381218009	33	1.0569322812175306	0.03202825094598578	-128.57892135052776	0.061953988078779665	31.617
40	22	6.816192560175056	0.30982693455341165	-27.48182863572827	2.3890729665930883	34	0.98362932070539	0.028930274138393823	-126.76794624072814	0.04192618496849656	31.561
41	21	5.6181619256017505	0.26753152026675003	-34.24702616046655	1.9906643077055672	32	0.6400820688631501	0.02000256465197344	-130.70115905559902	0.016986291681828188	37.743
42	28	6.713347921225383	0.23976242575804937	-42.294406723115294	1.884622382678394	34	0.8151391675325237	0.023974681398015403	-134.7052259697832	0.02977585508864755	15.065
43	21	5.414660831509847	0.2578409919766594	-31.43383267608886	1.7519224415726196	23	0.96611068283784	0.04200481229729739	-77.83750293880378	0.051002078288421085	43.145
44	30	9.445295404814004	0.3148431801604668	-36.06607259437951	3.2349771844729918	45	1.9245615253125465	0.04276803389583437	-151.67105609794697	0.11245546910588987	29.599
45	23	5.241794310722101	0.22790410046617832	-35.450004355570705	1.3273070495908526	32	0.49894421328328137	0.015592006665102543	-140.88137044133381	0.010513574221233259	14.04
46	23	7.538293216630196	0.32775187898392155	-26.880528701276408	2.694743570713769	36	1.4770671633572585	0.04102964342659052	-121.53751665255712	0.08101182444162218	33.407
47	29	6.38293216630197	0.22010110918282655	-45.61060628425556	1.5522434869211725	41	0.7965479844289416	0.019427999620218087	-166.78196250085364	0.01891509301803018	4.903
48	25	7.8905908096280095	0.31562363238512037	-29.800755460725178	2.673381246738073	39	1.5503749120177737	0.039753202872250606	-132.73734931874742	0.0841709808320121	26.183
49	35	8.849015317286652	0.2528290090653329	-50.84840726496022	2.5701631322151406	51	1.0678947469224178	0.02093911268475329	-204.6252781595483	0.02789830897974728	16.69
50	25	7.8052516411378585	0.31221006564551435	-30.475457908839083	2.668372843537675	34	1.0350516401802259	0.03044269529941841	-122.98410269139501	0.03920544276316993	30.132
51	25	7.667396061269148	0.3066958424507659	-30.600125858937865	2.5454395280800957	42	1.2965491814660353	0.03087021860633417	-158.00875766293404	0.06367470403028909	21.176
52	20	5.841356673960613	0.29206783369803063	-26.22443694354549	1.984906559284459	26	0.7462018013014187	0.028700069280823796	-96.63699196389605	0.0285559092603743	38.331
53	21	6.610503282275713	0.31478587058455776	-26.383979586549337	2.3758720415228223	26	0.9507969872970425	0.036569114896040096	-89.60813652301361	0.04403049758779265	43.761
54	19	5.944201312910286	0.3128527006794887	-23.758483302718886	2.1327693692572143	27	0.8971876810518605	0.03322917337229113	-96.5493450947911	0.04118740614396298	36.472
55	23	7.284463894967179	0.31671582152031214	-27.667214696105816	2.5341083749503226	32	1.3468654386662133	0.04208954495831917	-107.31511993145831	0.07435478945622453	25.874
56	28	6.446389496717725	0.2302281963113473	-44.75043864164706	1.7819979985539793	40	0.9190850806084779	0.02297712701521195	-159.28395191475335	0.028257063862263815	37.31
57	29	6.909190371991247	0.23824794386176715	-45.30655224776229	2.023048949240839	42	0.9880152646170199	0.023524172967071905	-170.0823629059937	0.032862230583164974	20.394
58	28	8.411378555798686	0.3004063769928102	-35.656657459275095	2.8378086560146314	45	2.0142770614175793	0.04476171247594621	-149.6214781605118	0.12037528130402368	40.62
59	25	4.971553610503282	0.19886214442013128	-44.57767538676804	1.2876695603043349	32	0.44971007761588516	0.014053439925496411	-146.27020602563914	0.010323127453148024	40.661
60	21	5.37308533916849	0.25586120662707096	-29.270045705265854	1.461075944821378	24	0.5405101293278877	0.022521255388661985	-92.55730279194184	0.013590059075611765	11.648
61	28	7.89496717724289	0.2819631134729604	-37.7161170335463	2.521975206967713	37	1.2024512925606543	0.032498683582720386	-136.53306285723954	0.06292513353941694	23.596
62	31	8.664113785557987	0.27948754146961247	-42.081331331918435	2.749466121456171	50	0.9190970509794154	0.01838194101958831	-216.22032373170464	0.025120826690874867	20.552
63	22	5.106126914660832	0.23209667793912872	-39.31039716992034	1.7050153460155424	30	0.28231162227255097	0.009410387409085032	-147.1104284417383	0.003922169351221976	34.263
64	23	7.800875273522976	0.3391684901531729	-25.669582123077404	2.821840181183534	30	1.3764035259924634	0.04588011753308211	-95.71599901287591	0.07693447511257043	36.222
65	23	4.291028446389496	0.18656645419084764	-42.232935474013075	1.02286580256549	26	0.17180355184846466	0.00660782891724864	-135.893346439081	0.0015673328289586405	7.19
66	25	7.225382932166303	0.28901531728665214	-34.26750210974145	2.480378167958668	27	1.0995946832400445	0.040725729008890536	-98.71677205736006	0.07393284042184363	38.475
67	22	6.37636761487965	0.2898348915854387	-29.08200837014889	2.1356985190257074	29	0.971588324579002	0.033503045675138	-102.39685074004629	0.03978226271365327	42.934
68	20	6.537199124726477	0.32685995623632386	-23.04296784250321	2.278025032439705	25	1.1127213920104957	0.044508855680419825	-82.20694626055862	0.06644660186648979	26.571
69	25	6.957330415754923	0.2782932166301969	-34.64213882993965	2.2716567951007667	37	1.1499348811820982	0.03107932111302968	-135.42181988745543	0.04695653298013398	26.011
70	24	7.14442013129103	0.2976841721371262	-30.71525370134382	2.395955929882355	32	1.1357057012482705	0.035490803164008454	-116.93547556965854	0.06413757232868882	27.648
71	21	5.608315098468271	0.26706262373658435	-32.23212029558501	1.956609799424465	30	0.570057792950888	0.019001926431696268	-126.87515587051979	0.016672500322810726	36.308
72	23	6.39606126914661	0.2780896203976787	-31.155405033766932	2.0359853291133785	30	0.8720271583775838	0.02906757194591946	-110.51029934450813	0.03320430552505117	37.617
73	19	5.225382932166302	0.27502015432454224	-26.394545522471237	1.7290530478958481	20	0.9048379451182433	0.04524189725591217	-64.18061368339646	0.04861264556204423	42.632
74	29	8.14879649890591	0.2809929827208934	-38.51958310778669	2.5685806491771563	39	0.8654733802891084	0.022191625135618162	-160.0547684219674	0.031308183065367964	28.251
75	22	5.49781181619256	0.24990053709966184	-32.172708228526716	1.579352785984132	27	0.6860279436339175	0.02540844235681176	-104.83631500589706	0.02402497979828401	42.91
76	32	7.967177242888403	0.2489742888402626	-46.0813443553384	2.1700534836173495	43	0.8359376870370459	0.019440411326442926	-174.54781658055728	0.019961397737003148	7.832
77	28	7.111597374179433	0.2539856205064083	-39.49697179655164	1.953001929623795	32	0.6050711279441128	0.018908472748253524	-133.5975733116289	0.014984761842228958	5.717
78	26	8.24070021881838	0.31695000841609156	-30.66581044707982	2.7735014292622893	38	1.3545312642148157	0.03564555958460042	-135.41648327124793	0.06960855572332288	20.092
79	35	8.559080962800875	0.2445451703657393	-52.436855908356925	2.432354236793089	58	1.1554304784796672	0.019921215146201158	-233.81790720731146	0.02723057183842012	14.138
80	30	8.76258205689278	0.29208606856309266	-39.83410653781467	2.9086888134489506	46	1.618216989308065	0.03517863020234924	-168.05516462670766	0.08714458338191097	23.764
81	22	6.712253829321663	0.3051024467873483	-28.364732351569685	2.3630314246177857	33	0.8238907057251889	0.02496638502197542	-127.17628554748154	0.028078477442924347	31.215
82	25	7.1378555798687096	0.2855142231947484	-33.436324687204966	2.3524196907813777	31	0.9858139134015484	0.03180044881940479	-112.42346961277698	0.04016175752663247	40.693
83	24	5.196936542669584	0.21653902261123267	-39.41534359037426	1.3345215921550977	34	0.3895374169854776	0.011456982852514048	-160.34153908720577	0.006972476566963106	9.302
84	28	8.509846827133478	0.3039231009690528	-35.38137590002177	2.908697192708607	45	2.0339707156845375	0.04519934923743417	-148.92688297948513	0.12159391221356665	40.693
85	24	5.703501094091905	0.23764587892049605	-39.80581103140172	1.7918029293891762	31	0.7188554888938898	0.023188886738512576	-131.07982630657895	0.03420466182968274	35.026
86	19	5.432166301969366	0.285903489577335	-25.330862169505878	1.817469798754124	24	0.6685188820631173	0.027854953419296554	-89.95046897852433	0.02528182683306509	40.178
87	21	5.183807439824945	0.2468479733249974	-29.989540089021585	1.3583905118051798	30	0.6072569176773651	0.02024189725591217	-119.10049890071679	0.014000802586945884	11.251
88	30	8.561269146608314	0.2853756382202771	-39.65382619795287	2.736303501572906	51	1.553671552174059	0.03046414808184429	-194.1828147264613	0.07188819108788581	24.185
89	24	7.280087527352298	0.30333698030634576	-30.156324678347048	2.441017194240815	36	1.3654697891778271	0.037929716366050754	-125.03676745482906	0.07089659382674207	22.487
90	22	6.216630196936543	0.28257409986075194	-31.21634786714106	2.1474821521769316	30	0.8545216879180653	0.02848405626393551	-117.24934107558354	0.035756346699606804	41.651
91	29	6.956236323851204	0.23987021806383463	-47.335729257639635	2.2213848282730586	40	0.5153651681358302	0.012884129203395756	-201.86064016826498	0.01840807315626935	29.536
92	24	7.960612691466084	0.33169219547775347	-27.503806072823217	2.8473562238746646	37	1.6871340059085753	0.04559821637590744	-118.74744366727805	0.09632003771112319	37.294
93	22	6.939824945295405	0.31544658842251844	-27.711546604585774	2.464805912405613	27	1.1750870245967184	0.04352174165173031	-88.90532773542233	0.06371630956065054	40.167
94	22	7.171772428884026	0.3259896558583648	-25.356074538646652	2.4835275725524175	34	1.159778117204296	0.034111121094244	-123.60837664393186	0.06051778978536545	21.164
95	20	3.7177242888402615	0.1858862144420131	-36.584189772995465	0.8601046689234808	28	0.2363573682421271	0.008441334580075968	-146.61756559167753	0.004051339342323217	3.829
96	28	7.4321663019693665	0.2654345107846202	-40.279773362393115	2.3210058463291663	38	1.1028901263592357	0.029023424377874623	-142.55957118992424	0.045660029177498236	34.49
97	23	5.172866520787746	0.22490724003424983	-35.94519200261318	1.3431857466399166	29	0.4989406221719998	0.017204849040413785	-124.64057596859381	0.013534895841649073	39.598
98	25	6.088621444201314	0.24354485776805254	-36.17273238247196	1.5873777226608696	35	0.7440243908278231	0.021257839737937805	-137.31378074312425	0.018201533173351755	15.414
99	24	5.542669584245077	0.23094456601021154	-39.784407122738564	1.691492417967048	26	0.3479523483473706	0.013382782628745022	-115.19990222060169	0.005579025843520595	36.84
100	18	4.061269146608314	0.2256260637004619	-32.11100706377906	1.4105789350200384	21	0.2899594922647463	0.013807594869749825	-94.42133695168096	0.005189849956004998	42.494
101	22	6.260393873085339	0.2845633578675154	-30.53547077917293	2.1533236931946047	33	1.0208272483947733	0.03093415904226586	-123.75294182489569	0.04491168453642891	41.585
102	26	6.316192560175056	0.242930483083656	-41.86787885618394	2.048316008216463	34	0.5394280077951055	0.015865529641032515	-154.23108323954838	0.013694198697762894	30.477
103	23	6.847921225382933	0.29773570545143185	-29.49780041778056	2.3077666160718984	29	0.9136014536818466	0.0315034984028223	-111.03707575024559	0.052280388184996446	25.469
104	22	6.045951859956237	0.2748159936343744	-29.41715119641831	1.7890006655526238	31	0.7363609593534085	0.02375357933398092	-118.95180373516511	0.02097265570437321	8.537
105	26	7.155361050328229	0.27520619424339343	-36.682867979026156	2.329271387461755	41	1.203550172612749	0.02935488225884754	-151.51880680993762	0.04682139614178989	36.523
106	22	4.408096280087528	0.20036801273125127	-41.67918406644202	1.3545157027325965	23	0.2702682320719755	0.011750792698781543	-105.87196105079767	0.004213020542272516	40.319
107	19	5.404814004376368	0.2844638949671772	-25.13234156453442	1.7451699553265756	26	0.7133790441898215	0.027437655545762364	-95.38891990360683	0.02188354591949856	26.763
108	21	6.845733041575493	0.3259872876940711	-24.243243219472497	2.3904244214719723	23	1.2144695449822598	0.05280302369488086	-70.50840446513097	0.07835137935967866	33.786
109	19	4.9628008752735235	0.26120004606702757	-29.894670294490844	1.7455577953449621	30	0.5952219067364458	0.019840730224548193	-123.31889986652685	0.01598665831282692	39.508
110	20	6.019693654266959	0.30098468271334794	-26.689524881886555	2.1542956873147583	29	0.9726824164827221	0.033540772982162834	-103.52588175269359	0.04280238992061118	43.496
111	22	5.528446389496717	0.2512930177043962	-31.299597997408185	1.5018087230487096	33	0.7910679486135914	0.02397175601859368	-125.98608240877878	0.021815500788123245	14.398
112	25	6.725382932166303	0.2690153172866521	-34.05460677510421	2.0008175763350553	28	0.6925936920933308	0.024735489003333243	-111.24207218331533	0.02864795277193948	39.355
113	21	6.9124726477024065	0.3291653641763051	-24.10903588361616	2.4267748468989554	24	1.2680812453016297	0.05283671855423457	-72.58004406571122	0.0769641417169363	28.457
114	21	6.7264770240700225	0.32030842971762014	-24.760591231921058	2.333408347657877	23	0.9300056500150826	0.040435028261525334	-79.54012221801037	0.05439798608536331	30.673
115	22	6.588621444201313	0.2994827929182415	-29.005322441551744	2.260192770853583	26	0.931103333030084	0.03581166665500323	-95.29572102147947	0.053245241987683795	31.75
116	25	7.338074398249452	0.29352297592997806	-32.52471838612394	2.4557060364186563	31	0.9858139134015487	0.031800448819404796	-111.48320398562011	0.040990107195532005	27.272
117	28	7.5601750547045965	0.27000625195373557	-38.74156295924738	2.3463555008642607	33	0.9890985831868958	0.029972684338996844	-122.81410734866374	0.04217637881635075	34.926
118	29	9.035010940919038	0.3115521014110013	-35.35130112957476	3.0863949552068712	39	1.4956703168317782	0.03835052094440457	-135.52420421288892	0.08068507784804957	31.023
119	22	6.1378555798687096	0.2789934354485777	-29.56442634996749	1.9475649871438214	30	0.9748717973272556	0.032495726577575185	-107.83582892591451	0.04092304692347527	24.861
120	26	7.958424507658645	0.30609325029456325	-32.146662054686615	2.686048293264511	40	1.629150726122701	0.04072876815306752	-138.79880624692032	0.09720211522867091	24.685
121	21	6.281181619256019	0.299103886631239	-28.113414473157096	2.1959848981800247	26	0.9869020201197994	0.03795777000460767	-88.23704811818318	0.04652401229227489	37.974
122	23	7.38293216630197	0.3209970507087813	-26.94343394356747	2.5273115983318086	28	1.1947818759007705	0.042670781282170375	-94.6297765209529	0.06993616144946202	25.895
123	24	7.8741794310722115	0.3280908096280088	-28.00129064556551	2.8122698696187194	36	1.4190802924601031	0.039418897012780646	-126.08842349545108	0.0794663107286743	34.543
124	25	7.617067833698032	0.3046827133479213	-31.331779050666498	2.6030409530330525	30	1.1597733290559211	0.038659110968530704	-103.56595025440373	0.05896403563190033	42.901
125	22	5.698030634573304	0.2590013924806047	-30.928662185046488	1.6176831107642362	29	0.6564898563076672	0.022637581251988524	-114.07798367452548	0.018148653985652963	7.974
126	28	6.457330415754924	0.2306189434198187	-42.76002309109025	1.6431536660458033	46	0.8512585648004062	0.018505620973921874	-190.44161029795137	0.019975798857147863	9.832
127	19	4.429978118161924	0.2331567430611539	-28.689037514898523	1.1363772390578837	24	0.48471144223817203	0.020196310093257168	-96.91387322801532	0.011951181708023003	10.286
128	18	5.213347921225384	0.28963044006807687	-23.967710255673726	1.7844914268203345	18	0.8938946320068568	0.04966081288926982	-55.143472724444365	0.049409846070267695	44.308
129	29	7.215536105032824	0.2488115898287181	-41.61746485173081	1.9390767971117886	39	0.8271801636589113	0.021209747786125933	-153.66982828170723	0.02010502122782833	9.931
130	25	5.917943107221007	0.2367177242888403	-41.472191551697286	1.8610036437809134	32	0.46283918046052414	0.01446372438939138	-143.95787706383229	0.00965042403848682	30.426
131	23	4.741794310722099	0.2061649700313956	-38.60207038530014	1.1545111539916397	31	0.43439159392671267	0.014012632062152022	-140.57562291849712	0.008611327736881317	16.113
132	23	6.4048140043763695	0.2784701741033204	-30.516658179482256	1.96084252258809	29	0.7057239919750635	0.024335310068105638	-112.11119090910448	0.023852653607714037	38.75
133	21	6.510940919037198	0.310044805668438	-25.807576743361423	2.251896106756556	27	0.9507981843341361	0.035214747567930964	-93.96488555610384	0.04051120853349629	42.568
134	21	6.316192560175056	0.30077107429405026	-27.01575732344629	2.196820430071487	30	0.8052875522506694	0.026842918408355645	-115.55718915578926	0.03158216048340355	40.827
135	19	6.447483588621445	0.33934124150639183	-21.39563154756386	2.365044841009533	25	1.55692270492078	0.0622769081968312	-71.04719170004553	0.10823623026143761	41.002
136	28	8.074398249452953	0.2883713660518912	-37.25035297940507	2.6884782785648955	37	1.078818907440304	0.029157267768656868	-140.73062513759345	0.04440308260217251	37.338
137	18	5.307439824945296	0.2948577680525164	-23.6779814006735	1.8509221973770522	23	0.8949947090960456	0.038912813438958506	-81.9788421316464	0.04570501889150336	43.831
138	24	7.032822757111598	0.29303428154631656	-30.934194772384828	2.2675186378675503	36	1.230896485020278	0.03419156902834106	-127.80237278318589	0.05848898217118195	19.625
139	30	8.102844638949673	0.2700948212983224	-45.26830646444252	2.695351665557411	40	0.9540960215275152	0.02385240053818788	-158.0135824439832	0.03052194186249584	36.952
140	26	4.043763676148796	0.15552937215956908	-55.79278396859439	1.0081111233474904	37	0.32608367768100416	0.00881307236975687	-181.79062753514305	0.003735536348109147	40.623
141	17	5.040481400437637	0.29649890590809624	-22.02221646477715	1.7399209476703266	22	0.6761751313149692	0.03073523324158951	-79.01331996505034	0.025026876264583282	43.257
142	23	6.858862144420133	0.29821139758348403	-29.34228632823869	2.277613251679443	33	1.0689672921584497	0.032392948247225745	-117.94235947662484	0.044181607160055945	26.74
143	19	5.133479212253829	0.27018311643441206	-27.50928719306923	1.7123615626601039	20	0.9059320370219633	0.04529660185109817	-65.91333968822387	0.04966963193519397	43.377
144	29	4.987964989059081	0.1719987927261752	-56.16695336081307	1.1272031467711119	44	0.23856470464306756	0.005421925105524263	-241.25192971707924	0.002076233399177939	6.786
145	20	6.044857768052516	0.3022428884026258	-26.64611398496787	2.1766695076347027	27	0.9759622981196941	0.03614675178221089	-95.76533798489524	0.04735951799179818	44.367
146	21	6.320568927789935	0.3009794727519017	-26.567524736675573	2.0921371421457606	29	1.0525511254542756	0.03629486639497502	-101.76988211782299	0.05343825571050956	19.995
147	30	7.8621444201312904	0.262071480671043	-43.31651564179318	2.4357167139895326	43	1.1039902034484244	0.025674190777870334	-171.63129466792964	0.04940556087045461	28.347
148	24	4.329321663019694	0.18038840262582057	-45.31221575781826	1.0126706376377193	35	0.22761301227202432	0.006503228922057838	-185.9322754424996	0.002205487199038834	10.063
149	24	5.322757111597374	0.22178154631655725	-38.47549816945469	1.3646186958041457	28	0.37421294811083605	0.013364748146815573	-132.46691772536113	0.008715325896196753	6.731
150	19	4.080962800875274	0.21478751583554073	-31.938357327234186	1.1007761588516103	25	0.3359161403693578	0.013436645614774312	-111.21296065347738	0.005754961482165119	43.346
151	24	6.259299781181619	0.26080415754923414	-33.452770974993314	1.7735241729670717	34	0.7330822747535299	0.02156124337510382	-135.99677239316725	0.019496701114022873	10.453
152	19	3.5557986870897147	0.1871472993205113	-35.80512862266711	0.8915029518934733	27	0.15976973794463945	0.005917397701653313	-145.06692150675352	0.0013530343778948995	10.64
153	20	6.653172866520789	0.33265864332603945	-22.854881612685908	2.3945565935197193	24	1.163048422544518	0.04846035093935491	-76.17201405537921	0.07053101291856341	41.726
154	22	7.055798687089717	0.32071812214044165	-26.515805621401682	2.5293860636153385	32	1.4858151104386428	0.04643172220120759	-104.07282387877513	0.0890511465124512	41.946
155	26	5.557986870897156	0.21376872580373676	-43.011432036361896	1.3705404383071023	40	0.7626299383765306	0.019065748459413265	-164.78792994428818	0.018545127355164823	35.883
156	28	7.239606126914662	0.2585573616755236	-38.80949071153837	1.99709718504757	37	0.8042018396066057	0.02173518485423259	-145.41289412352324	0.020630465503053457	3.388
157	24	7.196936542669586	0.29987235594456607	-30.563328910501987	2.4065880133493573	36	1.3337411239699495	0.03704836455472082	-124.42421753239803	0.06785963475902998	21.603
158	19	4.730853391684901	0.24899228377288954	-27.731598865485125	1.3233891471828927	21	0.4639201049562124	0.022091433569343448	-83.8825498661546	0.013793372023653614	8.662
159	22	5.200218818380743	0.23637358265367014	-33.73070583376307	1.4202186747362926	24	0.49455826937165126	0.020606594557152136	-97.97950087736079	0.014186073536155135	6.153
160	25	6.987964989059082	0.27951859956236325	-36.48821444377515	2.368983093048087	32	0.9453337100010055	0.029541678437531423	-130.13099480182765	0.05625821841272261	29.776
161	23	7.473741794310723	0.32494529540481404	-26.563052735991725	2.58823480122002	26	1.2122849522861014	0.04662634431869621	-83.29248758816583	0.07154502121003883	31.975
162	22	7.059080962800876	0.3208673164909489	-26.27882988128997	2.502025386762685	29	1.3413913880363326	0.046254875449528714	-93.33562277516647	0.0782846491341376	40.977
163	23	6.312910284463896	0.2744743601940824	-30.610962001917564	1.8535808167623495	28	0.7286987249160877	0.026024954461288847	-106.24019233192885	0.023765324904515706	15.36
164	30	7.524070021881838	0.25080233406272795	-43.598961299762976	2.149264540409578	55	0.9322321390095234	0.016949675254718608	-237.08300142352743	0.02184337056730099	15.356
165	21	6.432166301969365	0.3062936334271126	-26.195342274370187	2.219489918553596	28	1.0186330794018648	0.03637975283578088	-95.47542699223898	0.04331483180748024	43.018
166	21	5.166301969365428	0.24601437949359178	-31.989916103633462	1.5586476353729248	22	0.6006827899582952	0.027303763179922506	-84.46244546656015	0.021580425737309138	35.605
167	28	7.4934354485776815	0.26762269459206006	-38.44384517049653	2.219360638547467	35	0.7604357693836219	0.021726736268103484	-138.78843780886805	0.02008690588612164	39.862
168	20	5.570021881838075	0.27850109409190377	-28.658488680067894	1.9012216960579174	26	0.8982805759184869	0.034549252919941806	-91.94173638680981	0.04131070358252718	38.776
169	23	5.693654266958425	0.24755018551993152	-33.65600531379881	1.5762321102806334	27	0.5820892127805256	0.02155885973261206	-107.82220133027629	0.01632179726274193	14.044
