# Title : Scores for 2OOB
# Experiment_size : 9993
Pose	Surface size	Residue freq sum	Residue mean freq	Residue log sum	Residue square sum	Number of contacts	Contact freq sum	Contact mean freq	Contact log sum	Contact square sum
53	30	8.869565217391305	0.2956521739130435	-38.92432560137284	3.0219754253308126	55	1.5608459357277877	0.028379017013232505	-206.9702696563115	0.06263175729700082
54	25	6.836956521739131	0.2734782608695652	-34.156391382678876	2.1043241965973536	32	0.8081285444234407	0.025254017013232523	-122.43074496146238	0.025946653635457284
55	26	5.5108695652173925	0.2119565217391305	-44.680265404887834	1.496101134215501	28	0.5793950850661627	0.020692681609505808	-113.17119247329728	0.016559012528543
56	20	4.260869565217391	0.21304347826086953	-33.52657109879363	1.1082230623818523	27	0.6771030245746694	0.02507788979906183	-102.11707570822219	0.020008390367208525
57	24	6.3695652173913055	0.26539855072463775	-34.576662745243404	1.9655009451795842	27	0.5466682419659736	0.02024697192466569	-108.48452350427382	0.013833901997026886
58	24	5.663043478260868	0.23596014492753617	-40.68433644498222	2.0161862003780717	29	0.6229914933837433	0.021482465289094595	-114.41596955625127	0.01633300528246398
59	27	7.7173913043478235	0.2858293075684379	-37.00795925141331	2.707703213610586	38	1.4718809073724008	0.03873370808874739	-127.37436760222037	0.07017240928777412
60	28	7.456521739130435	0.266304347826087	-41.659380829025366	2.4598298676748582	36	0.7977315689981098	0.022159210249947495	-142.27698801426337	0.02417192932772539
61	22	8.771739130434783	0.3987154150197629	-20.91029721280122	3.7177457466918713	28	2.0902646502835536	0.07465230893869834	-75.12790108573638	0.18220430306852822
62	29	8.500000000000002	0.29310344827586216	-37.57387809406709	2.849007561436673	35	0.9389177693761817	0.02682622198217662	-132.57270499830668	0.0370833766987325
63	26	7.65217391304348	0.2943143812709031	-33.70016715528776	2.597826086956522	30	0.797022684310019	0.026567422810333967	-117.18366302181198	0.041657667881046745
64	21	5.76086956521739	0.27432712215320904	-29.84061958959997	1.9652646502835542	23	0.5027173913043479	0.021857277882797736	-92.96455294945594	0.017604290807101186
65	25	4.8478260869565215	0.19391304347826085	-46.392160125670536	1.420368620037807	31	0.7536625708884692	0.02431169583511191	-118.49869455029821	0.022034931778224062
66	26	6.478260869565219	0.24916387959866226	-39.58646685474466	1.9234404536862004	36	0.8086011342155014	0.022461142617097262	-139.5023788830936	0.020748221758069764
67	15	5.021739130434784	0.3347826086956523	-18.57342408029961	2.1205103969754253	17	1.2085302457466918	0.07109001445568774	-45.46013732583363	0.09090442485643634
68	21	5.315217391304349	0.25310559006211186	-30.40607820551413	1.5265831758034027	25	0.6007797731568999	0.024031190926275994	-97.16864432654143	0.018927056457952913
69	22	8.40217391304348	0.3819169960474309	-22.09806018588784	3.480978260869565	26	2.1226370510396975	0.08163988657844991	-66.54410379101401	0.1896552696441908
70	22	6.0	0.2727272727272727	-30.176142263639758	1.847353497164461	29	0.8512523629489606	0.02935352975686071	-105.51783908382532	0.02973760378661454
71	18	5.684782608695651	0.3158212560386473	-23.370062860965632	2.29430529300567	19	1.208766540642722	0.06361929161277484	-53.77075251232869	0.08665114464553085
72	17	5.652173913043479	0.3324808184143223	-21.147750917601915	2.36554820415879	20	1.1980151228733458	0.059900756143667286	-58.18004623379695	0.08274972439706833
73	17	6.532608695652176	0.3842710997442456	-16.909280361940205	2.7082939508506616	18	1.1434310018903593	0.0635239445494644	-52.678599857503386	0.09868675984755627
74	23	3.315217391304348	0.14413988657844992	-47.979184254231804	0.6296077504725898	28	0.5250472589792061	0.018751687820685932	-114.37369831610593	0.012174714838068762
75	25	9.130434782608697	0.3652173913043479	-26.34230239401543	3.637759924385633	31	1.862358223062382	0.060076071711689744	-93.2076704134102	0.15155021903062812
76	24	5.739130434782609	0.23913043478260873	-36.23608894577041	1.5739603024574669	34	0.9605387523629493	0.02825113977538086	-124.21912036025958	0.03118112718472275
77	20	4.815217391304349	0.24076086956521742	-30.83638951926597	1.4481332703213612	28	0.5793950850661628	0.020692681609505815	-112.58915499707251	0.015613832944422012
78	22	6.054347826086958	0.2751976284584981	-31.315253161897424	2.0840028355387523	30	0.7644139886578452	0.02548046628859484	-115.59027523645427	0.0280630060909588
79	20	7.815217391304349	0.39076086956521744	-19.703680035860422	3.3217155009451798	26	1.9161153119092627	0.07369674276574087	-70.49639419024297	0.17247508964912217
80	17	6.869565217391305	0.4040920716112532	-16.064005003530518	2.9898393194706987	20	1.5349716446124764	0.07674858223062382	-53.220861916482484	0.13587754966212956
81	22	5.4021739130434785	0.24555335968379446	-33.30182027161677	1.6449669187145557	26	0.7856805293005672	0.03021848189617566	-96.04724998230813	0.03444804929406342
82	25	8.293478260869566	0.33173913043478265	-29.842307422034327	3.181120037807183	35	1.3519612476370515	0.03862746421820147	-119.03954385249378	0.06837190304047654
83	26	8.521739130434783	0.3277591973244147	-32.02927679169231	3.2211720226843106	32	1.5146502835538753	0.047332821361058604	-106.31311473369813	0.1138971549915845
84	22	6.119565217391304	0.27816205533596833	-33.28130084157317	2.3722826086956523	30	1.1665879017013232	0.038886263390044105	-103.26878490385172	0.06159376552220726
85	25	5.956521739130437	0.2382608695652175	-38.97418538746425	1.7003780718336488	34	0.7214083175803405	0.021217891693539426	-135.00793874682623	0.018837287289925363
86	22	5.163043478260869	0.23468379446640314	-34.70413617436923	1.5724243856332707	23	0.7309782608695652	0.03178166351606805	-84.51250857997897	0.03455331275170544
87	24	5.6195652173913055	0.23414855072463772	-40.17737624995951	1.739248582230624	29	0.6012523629489605	0.020732840101688292	-116.19245941417327	0.01609157354086785
88	16	5.358695652173913	0.33491847826086957	-20.825667418432804	2.3075378071833645	18	0.7629962192816637	0.042388678848981315	-61.66503319487211	0.04767531495563554
89	20	5.565217391304349	0.27826086956521745	-29.486136250375964	2.0801039697542536	23	0.5679347826086957	0.02469281663516068	-87.16635882139227	0.016201931967617336
90	23	6.771739130434784	0.29442344045368624	-29.55271092592598	2.203095463137996	29	0.7860349716446127	0.027104654194641815	-109.28582613239865	0.0280681289777052
91	18	4.804347826086957	0.2669082125603865	-25.002599324431962	1.4465973534971648	18	0.44777882797731566	0.024876601554295316	-68.45391385740247	0.013219923322529583
92	24	8.73913043478261	0.3641304347826087	-25.679925776772603	3.5441871455576557	26	1.5465500945179587	0.05948269594299841	-77.67395267954758	0.1274917330287556
93	18	4.695652173913043	0.2608695652173913	-26.056163810578095	1.517013232514178	20	0.9806238185255199	0.049031190926275996	-62.68920796706293	0.057651096962203545
94	26	5.728260869565218	0.22031772575250838	-42.423598117207725	1.5216209829867675	32	0.6668241965973536	0.0208382561436673	-129.38864044683584	0.02106921877065905
95	25	8.08695652173913	0.3234782608695652	-30.6863115923442	3.0938090737240076	33	1.2321597353497167	0.03733817379847626	-117.13069991777597	0.0689343597123009
96	24	7.065217391304347	0.29438405797101447	-32.11658616074354	2.4695179584120988	32	0.9168241965973538	0.028650756143667307	-119.40266158270452	0.03684190308067796
97	24	3.75	0.15625	-48.31141574073635	0.7588610586011343	32	0.5146502835538753	0.016082821361058604	-135.00410666706244	0.010163695634306621
98	22	3.2065217391304355	0.1457509881422925	-47.05585331704044	0.6092863894139888	25	0.39425803402646514	0.015770321361058607	-105.77731117407703	0.007417953967610177
